mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_var_smoothing,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.04178762435913086,0.00806089253995513,0.019716262817382812,0.007487855547450236,1e-10,{'var_smoothing': np.float64(1e-10)},0.6846307385229541,0.6846307385229541,0.687374749498998,0.6826108619830593,0.6809145129224652,0.684032320290086,0.0021739047025871178,9
0.034099578857421875,0.006381481108655977,0.012878084182739257,0.0024880007922238904,1e-09,{'var_smoothing': np.float64(1e-09)},0.6909090909090909,0.6915699141847552,0.6929691451694486,0.6887883358471594,0.6898288016112789,0.6908130575443467,0.00143520214055251,8
0.028798532485961915,0.0026698821065731263,0.011620855331420899,0.0015687855007194308,1e-08,{'var_smoothing': np.float64(1e-08)},0.7033985581874357,0.7058823529411765,0.7121290994273816,0.7054582904222451,0.7066115702479339,0.7066959742452346,0.0029186560883385053,7
0.02794184684753418,0.0016096362880386919,0.010776185989379882,0.0006505694106862055,1e-07,{'var_smoothing': np.float64(1e-07)},0.7304812834224599,0.728822589238146,0.7359913793103449,0.7291112293773284,0.7274666666666667,0.730374629602989,0.002967170712163868,6
0.034143257141113284,0.00736054197358082,0.012369918823242187,0.0025678676481438833,1e-06,{'var_smoothing': np.float64(1e-06)},0.7645739910313901,0.7512355848434926,0.7621712367095691,0.7616926503340757,0.7541713014460512,0.7587689528729158,0.00513248560992769,5
0.03148212432861328,0.005603104042407272,0.011945867538452148,0.001286290269332383,1e-05,{'var_smoothing': np.float64(1e-05)},0.791860465116279,0.7843588269120184,0.800942285041225,0.7902382335851249,0.7883720930232558,0.7911543807355808,0.005496573989923006,4
0.031137990951538085,0.004838394383674449,0.011622285842895508,0.002537947812337101,0.0001,{'var_smoothing': np.float64(0.0001)},0.8236744759556104,0.8211678832116789,0.8258461538461539,0.8240343347639485,0.826060233558697,0.8241566162672177,0.0017696459163598442,3
0.025849628448486327,0.0006550303277479613,0.00988764762878418,0.0007550422778983721,0.001,{'var_smoothing': np.float64(0.001)},0.8486799742433999,0.8586184635248547,0.8608923884514436,0.8507853403141361,0.861038961038961,0.8560030255145591,0.005233705213153513,2
0.025710058212280274,0.001183595156686608,0.00907135009765625,0.0006793459850457434,0.01,{'var_smoothing': np.float64(0.01)},0.878479293957909,0.8821138211382114,0.8845618915159944,0.8764665286404417,0.8768606224627875,0.8796964315430689,0.003145535979900974,1
